Season,Name,TeamAbbreviation,GamesPlayed,Minutes,Assists,AssistPoints,TwoPtAssists,ThreePtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,Corner3Assists,Arc3Assists,Fouls,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls,Charge Fouls,Offensive Fouls Drawn,Charge Fouls Drawn,BlockingFouls,BlockingFoulsDrawn,Clear Path Fouls,Transition Take Fouls,Transition Take Fouls Drawn,Defensive 3 Seconds Violations,FoulsDrawn,PlusMinus,OnOffRtg,OnDefRtg,FirstChancePoints,ThreePtOffReboundedPct,AtRimOffReboundedPct,ShortMidRangeOffReboundedPct,LongMidRangeOffReboundedPct,Blocks,Blocked2s,Blocked3s,BlockedAtRim,BlockedShortMidRange,BlockedLongMidRange,BlockedCorner3,BlockedArc3,RecoveredBlocks,BlocksRecoveredPct,Steals,LostBallSteals,BadPassSteals,DefensiveGoaltends,Rebounds,DefRebounds,FTDefRebounds,DefFTReboundPct,DefTwoPtRebounds,DefTwoPtReboundPct,DefThreePtRebounds,DefThreePtReboundPct,DefFGReboundPct,OffRebounds,FTOffRebounds,OffFTReboundPct,OffTwoPtRebounds,OffTwoPtReboundPct,OffThreePtRebounds,OffThreePtReboundPct,OffFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfOReb,SelfORebPct,OffPoss,Points,FG2M,FG2A,Fg2Pct,FG3M,FG3A,Fg3Pct,NonHeaveFg3Pct,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,FG3APct,ShotQualityAvg,EfgPct,TsPct,PtsPutbacks,Fg2aBlocked,FG2APctBlocked,Fg3aBlocked,FG3APctBlocked,Usage,Turnovers,LiveBallTurnovers,DeadBallTurnovers,LiveBallTurnoverPct,LostBallTurnovers,LostBallOutOfBoundsTurnovers,BadPassTurnovers,BadPassOutOfBoundsTurnovers,Travels,3SecondViolations,StepOutOfBoundsTurnovers,OffensiveGoaltends,ShotQualityAvg_x,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,3pt And 1 Free Throw Trips,NonShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyOffPossPct,PenaltyPoints,PenaltyPointsPct,PenaltyFG2M,PenaltyFG2A,PenaltyFg2Pct,PenaltyFG3M,PenaltyFG3A,PenaltyFg3Pct,PenaltyFtPoints,PenaltyEfgPct,PenaltyTsPct,PenaltyShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyDefPoss,NonShootingPenaltyNonTakeFouls,SecondChanceOffPoss,SecondChancePoints,SecondChancePointsPct,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFg2Pct,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceFtPoints,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,ShotQualityAvg_y,AtRimFG3AFrequency,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimPctBlocked,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShortMidRangePctBlocked,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LongMidRangePctBlocked,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Corner3PctBlocked,Arc3FGM,Arc3FGA,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,Arc3PctBlocked,NonHeaveArc3FGM,NonHeaveArc3FGA,NonHeaveArc3Accuracy,HeaveAttempts,HeaveMakes
2021,A'ja Wilson,LVA,32,1021,98,213,81,17,29,32,20,3,14,49,33,3,5,2,3,0,1,0,0,0,0,0,1,161,184,107.05996131528046,98.30508474576273,492,0.0,0.2156862745098039,0.2631578947368421,0.125,40,39,1,16,17,6,0,1,24,0.6,28,7,21,0,298,235,11,0.3235294117647059,153,0.2328767123287671,71,0.1770573566084788,0.2117202268431001,63,3,0.0638297872340425,48,0.0649526387009472,12,0.0648648648648648,0.0649350649350649,0.2038216560509554,0.2327272727272727,0.2533333333333333,0.1752873563218391,0.1886792452830188,0.0596026490066225,0.0794520547945205,0.0448430493273542,0.08,0.0,14,0.0654205607476635,2068,584,206,465,0.443010752688172,1,1,1.0,1.0,169,282,130,3,0,0.6844660194174758,0.734375,1.0,0.0021459227467811,0.4628667381974248,0.4452789699570815,0.5289855072463768,28,45,0.0967741935483871,0,0.0,26.07937200174444,46,29,17,0.6304347826086957,8,0,21,5,4,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Aaliyah Wilson,IND,14,119,8,19,5,3,3,0,2,2,1,17,10,1,0,0,0,3,0,0,0,0,0,0,0,5,-60,90.5982905982906,116.23931623931624,15,0.3333333333333333,0.25,0.5,0.125,2,2,0,2,0,0,0,0,1,0.5,3,1,2,0,12,7,0,0.0,4,0.0615384615384615,3,0.0833333333333333,0.0693069306930693,5,0,0.0,2,0.0263157894736842,3,0.081081081081081,0.0442477876106194,0.1764705882352941,0.0454545454545454,0.0,0.064516129032258,0.2,0.0,0.0666666666666666,0.0333333333333333,0.03125,0.4,0,0.0,234,15,5,19,0.2631578947368421,1,7,0.1428571428571428,0.1428571428571428,2,4,6,3,0,0.4,0.4,1.0,0.2692307692307692,0.4505384615384615,0.25,0.2678571428571428,0,1,0.0526315789473684,0,0.0,13.909774436090224,9,7,2,0.7777777777777778,0,0,7,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Aari McDonald,ATL,30,493,59,139,38,21,23,10,5,1,20,53,24,1,4,2,0,11,2,0,0,1,0,0,0,58,-63,98.35897435897436,104.39223697650664,183,0.3529411764705882,0.1666666666666666,0.3333333333333333,0.2,5,5,0,3,1,1,0,0,2,0.4,25,14,11,0,49,40,3,0.1,19,0.069090909090909,18,0.1146496815286624,0.0856481481481481,9,1,0.0303030303030303,6,0.01875,2,0.0100502512562814,0.0154142581888246,0.0208333333333333,0.0884955752212389,0.106060606060606,0.1160714285714285,0.1111111111111111,0.0108695652173913,0.0392156862745098,0.0079365079365079,0.0119760479041916,0.0,2,0.0186915887850467,975,189,24,70,0.3428571428571428,32,104,0.3076923076923077,0.3168316831683168,45,6,42,63,33,0.125,0.125,0.65625,0.5977011494252874,0.5120266081871345,0.4137931034482758,0.4795918367346938,0,5,0.0714285714285714,1,0.0096153846153846,20.388349514563107,35,27,8,0.7714285714285715,9,1,18,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Aerial Powers,MIN,14,309,29,66,21,8,14,3,4,0,8,29,13,2,2,2,2,6,0,0,0,0,0,0,0,46,48,106.0702875399361,97.93322734499203,167,0.125,0.4,0.5238095238095238,0.2727272727272727,5,4,1,3,1,0,0,1,2,0.4,5,1,4,0,51,38,1,0.0625,23,0.110576923076923,14,0.1333333333333333,0.1182108626198083,13,0,0.0,10,0.0518134715025906,3,0.0337078651685393,0.0460992907801418,0.1428571428571428,0.0843373493975903,0.1159420289855072,0.125,0.1764705882352941,0.0634920634920634,0.0555555555555555,0.0344827586206896,0.0384615384615384,0.0,5,0.0694444444444444,626,188,50,108,0.4629629629629629,11,35,0.3142857142857143,0.3142857142857143,55,28,72,18,15,0.28,0.28,0.5454545454545454,0.2447552447552447,0.4691909090909091,0.465034965034965,0.5562130177514792,0,10,0.0925925925925925,0,0.0,29.411764705882355,41,23,18,0.5609756097560976,12,5,11,2,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Alanna Smith,PHO,18,117,10,23,7,3,2,5,0,1,2,10,2,2,1,1,2,0,0,0,0,0,0,0,0,6,-6,95.53571428571428,98.65470852017935,19,0.2941176470588235,0.5,0.3333333333333333,0.5,6,6,0,3,3,0,0,0,3,0.5,7,3,4,0,24,19,0,0.0,16,0.2539682539682539,3,0.0789473684210526,0.1881188118811881,5,0,0.0,3,0.05,2,0.0350877192982456,0.0427350427350427,0.3888888888888889,0.1363636363636363,0.2608695652173913,0.09375,0.0,0.0434782608695652,0.05,0.0588235294117647,0.0434782608695652,0.0,1,0.0416666666666666,224,21,4,13,0.3076923076923077,4,21,0.1904761904761904,0.1904761904761904,1,6,2,12,0,0.75,1.0,1.0,0.6176470588235294,0.4926485294117647,0.2941176470588235,0.2916666666666667,2,2,0.1538461538461538,0,0.0,16.216216216216218,6,3,3,0.5,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Aleah Goodman,CON,1,3,1,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,50.0,183.33333333333331,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Allie Quigley,CHI,26,635,60,137,43,17,29,9,5,1,16,37,8,3,2,2,1,4,0,0,0,0,0,0,0,40,88,109.65954077593032,102.44865718799367,302,0.2857142857142857,0.4285714285714285,0.3414634146341463,0.2285714285714285,7,7,0,3,4,0,0,0,3,0.4285714285714285,13,6,7,0,69,52,1,0.0416666666666666,32,0.0767386091127098,19,0.1091954022988505,0.0862944162436548,17,0,0.0,14,0.0380434782608695,3,0.0147058823529411,0.0297202797202797,0.0536912751677852,0.0580645161290322,0.1327433628318584,0.1029411764705882,0.131578947368421,0.008695652173913,0.04,0.0679611650485436,0.0168539325842696,0.0,10,0.0719424460431654,1263,343,67,151,0.4437086092715231,54,119,0.453781512605042,0.453781512605042,47,92,42,150,12,0.6865671641791045,0.7076923076923077,0.925925925925926,0.4407407407407407,0.4675351851851851,0.5481481481481482,0.5810344827586207,4,7,0.0463576158940397,1,0.0084033613445378,22.44177840508116,30,22,8,0.7333333333333333,6,1,16,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Allisha Gray,DAL,25,684,42,94,32,10,22,1,9,2,8,53,24,3,2,3,0,6,2,0,0,0,0,0,0,59,12,103.12267657992564,101.92735359525574,260,0.2553191489361702,0.4583333333333333,0.3225806451612903,0.1923076923076923,21,19,2,9,7,3,0,2,16,0.7619047619047619,25,10,15,0,130,97,3,0.1111111111111111,56,0.1417721518987341,38,0.1610169491525423,0.1489698890649762,33,0,0.0,16,0.0351648351648351,17,0.0729613733905579,0.0479651162790697,0.14,0.1075949367088607,0.2068965517241379,0.155,0.1944444444444444,0.0349650349650349,0.0102564102564102,0.0769230769230769,0.055,0.1818181818181818,3,0.0258620689655172,1345,298,76,160,0.475,30,82,0.3658536585365853,0.3703703703703703,56,74,78,78,12,0.4868421052631579,0.5138888888888888,0.8666666666666667,0.3388429752066115,0.4896912863070539,0.5,0.5539033457249071,8,13,0.08125,0,0.0,19.31166347992352,34,22,12,0.6470588235294118,10,2,12,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Alyssa Thomas,CON,2,35,4,9,3,1,3,0,0,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,2,18,91.89189189189187,70.42253521126761,8,0.0,0.25,0.1428571428571428,0.0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,10,9,0,0.0,6,0.2727272727272727,3,0.1875,0.2368421052631578,1,0,0.0,0,0.0,1,0.0833333333333333,0.0227272727272727,0.3333333333333333,0.375,0.1818181818181818,0.2307692307692307,0.0,0.0,0.0,0.0,0.1,0.0,0,0.0,74,11,4,15,0.2666666666666666,0,0,0.0,0.0,3,6,2,0,0,0.75,0.75,0.0,0.0,0.5185799999999999,0.2666666666666666,0.3235294117647059,0,1,0.0666666666666666,0,0.0,21.73913043478261,3,2,1,0.6666666666666666,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Amanda Zahui B,LAS,30,714,29,71,16,13,10,2,4,3,10,99,37,10,10,10,1,8,0,0,0,0,0,0,3,51,-49,93.86861313868614,97.9457079970653,239,0.16,0.4666666666666667,0.1379310344827586,0.1904761904761904,35,33,2,14,19,0,1,1,18,0.5142857142857142,19,8,11,0,154,130,8,0.3076923076923077,86,0.2072289156626506,36,0.15,0.1862595419847328,24,0,0.0,15,0.0342465753424657,9,0.0387931034482758,0.035820895522388,0.2,0.2096774193548387,0.2096774193548387,0.1620111731843575,0.1147540983606557,0.056910569105691,0.0162162162162162,0.0384615384615384,0.0201005025125628,0.1515151515151515,3,0.0236220472440944,1370,275,76,141,0.5390070921985816,30,107,0.2803738317757009,0.2803738317757009,33,124,28,90,0,0.8157894736842105,0.8732394366197183,1.0,0.4314516129032258,0.5073066532258065,0.4879032258064516,0.5149812734082397,10,13,0.0921985815602836,0,0.0,21.11842105263158,54,22,32,0.4074074074074074,10,5,12,4,7,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
